Protein.Ids,Gene_Symbol,First.Protein.Description,log2FC,log2.protein.intensity,P_value,Adjusted_P_value,Condition
O55234,Psmb5,Proteasome subunit beta type-5,0.2035194361,21.96942705,0.03784811032,0.09398128174,Not_sig
O70133,Dhx9,ATP-dependent RNA helicase A,-0.3029802506,21.67194899,0.01324488887,0.04370013378,Not_sig
O70152,Dpm1,Dolichol-phosphate mannosyltransferase subunit 1,-0.3375709638,20.82140604,0.008740275587,0.03241786018,Not_sig
O70161,Pip5k1c,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,0.5746333139,19.60463426,0.01216450009,0.0408761409,Not_sig
O70172,Pip4k2a,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,0.02538629396,21.85216958,0.802606539,0.8665068902,Not_sig
O70194,Eif3d,Eukaryotic translation initiation factor 3 subunit D,-0.2902331014,21.44129475,0.03733799488,0.09289557087,Not_sig
O70209,Pdlim3,PDZ and LIM domain protein 3,1.840120582,21.63636657,0.0002452755921,0.002951938553,Up
O70228,Atp9a,Probable phospholipid-transporting ATPase IIA,-0.1779199697,19.71837359,0.2440514422,0.3655513964,Not_sig
O70250,Pgam2,Phosphoglycerate mutase 2,0.2028192015,27.05511728,0.2500929553,0.3722675987,Not_sig
O70251,Eef1b,Elongation factor 1-beta,-0.3496873717,24.18071538,0.05153793615,0.1178714521,Not_sig
O70252,Hmox2,Heme oxygenase 2,-0.2883119162,22.24198566,0.01770429688,0.0539452042,Not_sig
O70258,Sgce,Epsilon-sarcoglycan,0.5159915162,22.3208405,0.001087605828,0.007398252194,Not_sig
O70305,Atxn2,Ataxin-2,-1.011482125,18.39492264,0.1848798209,0.2993143248,Not_sig
O70309,Itgb5,Integrin beta-5,0.3371226822,18.99393136,0.1181922791,0.2145074871,Not_sig
O70310,Nmt1,Glycylpeptide N-tetradecanoyltransferase 1,-0.1502719833,20.13400714,0.4629281832,0.5853959566,Not_sig
O70318,Epb41l2,Band 4.1-like protein 2,0.05381095472,25.92498833,0.5870259812,0.6973554992,Not_sig
O70325,Gpx4,Phospholipid hydroperoxide glutathione peroxidase,0.346504316,23.12220124,0.007807775772,0.0300069694,Not_sig
O70362,Gpld1,Phosphatidylinositol-glycan-specific phospholipase D,0.47586268,20.34339105,0.0624705634,0.1350409466,Not_sig
O70373,Xirp1,Xin actin-binding repeat-containing protein 1,-1.608190332,17.25432669,0.11764452,0.2141231055,Not_sig
O70378,Emc8,ER membrane protein complex subunit 8,0.09944792757,19.67050792,0.7008287398,0.7898523729,Not_sig
O70400,Pdlim1,PDZ and LIM domain protein 1,-0.1866717667,19.32901208,0.4344094758,0.5587560832,Not_sig
O70423,Aoc3,Membrane primary amine oxidase,-0.5996610957,20.59580015,0.009786734814,0.03507448353,Down
O70435,Psma3,Proteasome subunit alpha type-3,-0.4277859222,22.86656204,0.00982827664,0.03517104445,Not_sig
O70439,Stx7,Syntaxin-7,-0.3689518606,22.66840948,0.004840297735,0.02129953802,Not_sig
O70443,Gnaz,Guanine nucleotide-binding protein G(z) subunit alpha,0.2349466005,21.03809225,0.06559540019,0.1402106262,Not_sig
O70481,Ubr1,E3 ubiquitin-protein ligase UBR1,0.4561227375,18.19598167,0.04455852239,0.1058450322,Not_sig
O70492,Snx3,Sorting nexin-3,-0.3464027635,22.83505486,0.0340836298,0.08652526835,Not_sig
O70493,Snx12,Sorting nexin-12,-0.1282175776,22.05434879,0.386877778,0.5152980226,Not_sig
O70503,Hsd17b12,Very-long-chain 3-oxoacyl-CoA reductase,-1.077224598,23.31040588,0.00005949614264,0.001160781885,Down
O70548,Tcap,Telethonin,1.827789969,21.85916178,0.003675007035,0.01761056003,Up
O70566,Diaph2,Protein diaphanous homolog 2,-0.03185891546,19.05615391,0.8227152935,0.8805102945,Not_sig
O70571,Pdk4,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",1.021552852,19.07526686,0.02871073471,0.07655979083,Not_sig
O70579,Slc25a17,Peroxisomal membrane protein PMP34,-0.04381797839,18.08468635,0.9037384794,0.9378279363,Not_sig
O70589,Cask,Peripheral plasma membrane protein CASK,-0.1074803157,20.14410326,0.3802909027,0.5095418402,Not_sig
O70591,Pfdn2,Prefoldin subunit 2,-0.1077827118,22.31320358,0.3003356444,0.42631162,Not_sig
O70622,Rtn2,Reticulon-2,1.078821159,22.036334,0.02423343052,0.06738375615,Not_sig
O70624,Myoc,Myocilin,1.654910755,18.99815858,0.002547920946,0.01331045041,Up
O88207,Col5a1,Collagen alpha-1(V) chain,-1.253773484,20.02118657,0.06176511717,0.133894449,Not_sig
O88307,Sorl1,Sortilin-related receptor,0.0825875534,19.27467422,0.764385716,0.8397043889,Not_sig
O88322,Nid2,Nidogen-2,-0.01688382589,24.82898701,0.883754131,0.9231018292,Not_sig
O88327,Ctnnal1,Alpha-catulin,0.2523292365,20.16033822,0.0237031317,0.06654976184,Not_sig
O88342,Wdr1,WD repeat-containing protein 1,-0.2596537344,24.7942556,0.03712611397,0.09260943237,Not_sig
O88343,Slc4a4,Electrogenic sodium bicarbonate cotransporter 1,0.2293656371,21.06848747,0.2516055384,0.3740822624,Not_sig
O88384,Vti1b,Vesicle transport through interaction with t-SNAREs homolog 1B,-0.4729264178,20.98004302,0.0006687249131,0.005406351095,Not_sig
O88398,Avil,Advillin,0.2944307931,23.51728254,0.009739280477,0.03493715623,Not_sig
O88428,Papss2,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,-0.4149560396,19.12282245,0.2111621993,0.3289141548,Not_sig
O88441,Mtx2,Metaxin-2,-0.2254482278,19.61675569,0.2581419708,0.3808390803,Not_sig
O88447,Klc1,Kinesin light chain 1,-0.4808813531,22.69007096,0.01688566296,0.05211523419,Not_sig
O88448,Klc2,Kinesin light chain 2,-0.1059083914,21.3611666,0.6304156925,0.7358698437,Not_sig
O88455,Dhcr7,7-dehydrocholesterol reductase,-0.7245289643,20.89756477,0.0009495951504,0.006773565832,Down
O88456,Capns1,Calpain small subunit 1,0.4039140892,18.65262253,0.08617807206,0.1700041283,Not_sig
O88485,Dync1i1,Cytoplasmic dynein 1 intermediate chain 1,0.03828782732,21.50397446,0.8354917874,0.8897361742,Not_sig
O88487,Dync1i2,Cytoplasmic dynein 1 intermediate chain 2,-0.2686685405,22.00293589,0.07963456208,0.1611984244,Not_sig
O88492,Plin4,Perilipin-4,0.9154087411,20.13001849,0.0320953331,0.08303961691,Not_sig
O88522,Ikbkg,NF-kappa-B essential modulator,-0.2286938551,19.14906875,0.1568421794,0.2658530558,Not_sig
O88531,Ppt1,Palmitoyl-protein thioesterase 1,0.04446049721,21.93272159,0.5905995681,0.7000783473,Not_sig
O88532,Zfr,Zinc finger RNA-binding protein,-0.7737958376,17.61666178,0.1976970441,0.3133002473,Not_sig
O88533,Ddc,Aromatic-L-amino-acid decarboxylase,1.131734774,19.51281154,0.0002269317542,0.002817490351,Up
O88543,Cops3,COP9 signalosome complex subunit 3,0.3295321378,20.49032987,0.01363902208,0.04467016377,Not_sig
O88544,Cops4,COP9 signalosome complex subunit 4,0.2502426188,22.52001159,0.01259187195,0.04190715261,Not_sig
O88545,Cops6,COP9 signalosome complex subunit 6,0.08822656257,21.52853572,0.231335675,0.3511820647,Not_sig
O88569,Hnrnpa2b1,Heterogeneous nuclear ribonucleoproteins A2/B1,-0.8761147271,25.5896996,0.0002778473389,0.003152784048,Down
O88587,Comt,Catechol O-methyltransferase,-0.1288830524,20.94990633,0.26403245,0.3863412608,Not_sig
O88593,Pglyrp1,Peptidoglycan recognition protein 1,-6.866378577,18.93169621,0,0.000000000898315826,Down
O88643,Pak1,Serine/threonine-protein kinase PAK 1,-0.2244541301,21.72880186,0.648875278,0.7507712747,Not_sig
O88653,Lamtor3,Ragulator complex protein LAMTOR3,-0.7566210187,21.80222641,0.00005086994769,0.001029241693,Down
O88685,Psmc3,26S proteasome regulatory subunit 6A,-0.2422118839,22.49203672,0.03001677658,0.07878116242,Not_sig
O88696,Clpp,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",0.5098046212,20.74301568,0.004049559479,0.01890783327,Not_sig
O88712,Ctbp1,C-terminal-binding protein 1,-0.02222066445,21.12170779,0.7848716447,0.8533833293,Not_sig
O88736,Hsd17b7,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,-0.6718869032,20.79766587,0.000930370752,0.006676846027,Down
O88738,Birc6,Baculoviral IAP repeat-containing protein 6,-0.414716461,19.52889208,0.005896346168,0.02469619687,Not_sig
O88741,Gdap1,Ganglioside-induced differentiation-associated protein 1,0.3287717779,20.90431771,0.04573023026,0.1075476018,Not_sig
O88746,Tom1,Target of Myb protein 1,-0.3793044665,21.24632707,0.007125534926,0.02823631664,Not_sig
O88811,Stam2,Signal transducing adapter molecule 2,-0.1942189845,19.50065693,0.5639475136,0.6768786228,Not_sig
O88844,Idh1,Isocitrate dehydrogenase [NADP] cytoplasmic,-0.1803138106,23.64864669,0.06571072683,0.1402331674,Not_sig
O88851,Rbbp9,Putative hydrolase RBBP9,0.2778954703,22.03770653,0.0100423468,0.03566767224,Not_sig
O88935,Syn1,Synapsin-1,-0.07053216165,21.32840506,0.646846817,0.7492805857,Not_sig
O88952,Lin7c,Protein lin-7 homolog C,0.1488871419,22.44781725,0.185562265,0.3001144929,Not_sig
O88958,Gnpda1,Glucosamine-6-phosphate isomerase 1,-0.4192020242,21.46284455,0.008218088764,0.03093107425,Not_sig
O88967,Yme1l1,ATP-dependent zinc metalloprotease YME1L1,-0.4491003196,18.95087805,0.2102366992,0.3276060056,Not_sig
O88983,Stx8,Syntaxin-8,-0.2828889472,20.09199491,0.06406186578,0.137547768,Not_sig
O88986,Gcat,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",0.1816463946,20.54458776,0.08312549997,0.165537451,Not_sig
O88990,Actn3,Alpha-actinin-3,1.461127456,25.22472356,0.001195464536,0.007868255394,Up
O89001,Cpd,Carboxypeptidase D,-0.998330227,19.73383951,0.006102832875,0.02536655752,Down
O89017,Lgmn,Legumain,-1.225675197,21.11486839,0.003455148304,0.01685266214,Down
O89020,Afm,Afamin,0.1759940895,21.69036357,0.432256756,0.5580519362,Not_sig
O89023,Tpp1,Tripeptidyl-peptidase 1,-1.571968263,18.32988152,0.03301751776,0.08479448483,Not_sig
O89032,Sh3pxd2a,SH3 and PX domain-containing protein 2A,-0.178891792,18.98232241,0.3920453991,0.5207299778,Not_sig
O89051,Itm2b,Integral membrane protein 2B,-0.1783776967,19.64304377,0.2360453284,0.3566326889,Not_sig
O89053,Coro1a,Coronin-1A,-1.113070174,22.51039312,0.000219359885,0.002774310209,Down
O89079,Cope,Coatomer subunit epsilon,-0.4399973416,21.51598199,0.001227050591,0.008048441614,Not_sig
O89086,Rbm3,RNA-binding protein 3,-0.2772483379,21.2622241,0.1439923795,0.2490318063,Not_sig
O89104,Sypl2,Synaptophysin-like protein 2,1.423631274,20.78405295,0.005009065662,0.02171700398,Up
O89106,Fhit,Bis(5'-adenosyl)-triphosphatase,0.168507419,19.48105793,0.4444699064,0.5682557413,Not_sig
O89112,Lancl1,Glutathione S-transferase LANCL1,0.6028430002,22.36697133,0.001241907116,0.008104185687,Up
O89114,Dnajb5,DnaJ homolog subfamily B member 5,2.193490726,17.49797632,0.01082788764,0.0376759257,Up
P00329,Adh1,Alcohol dehydrogenase 1,0.9544843119,21.30115996,0.1012934455,0.1916178561,Not_sig
P00405,Mtco2,Cytochrome c oxidase subunit 2,-0.3255924223,24.91405547,0.05167993701,0.1181255703,Not_sig
P00493,Hprt1,Hypoxanthine-guanine phosphoribosyltransferase,0.463873671,23.66312819,0.005516177857,0.02344122029,Not_sig
P00920,Ca2,Carbonic anhydrase 2,-1.756323461,23.98965885,0.000004932026352,0.000244935958,Down
P01027,C3,Complement C3,0.5403275435,24.14426379,0.006435324344,0.02634762344,Not_sig
P01029,C4b,Complement C4-B,0.08314432978,20.88205994,0.6432882456,0.7472461273,Not_sig
P01592,Jchain,Immunoglobulin J chain,1.286313641,19.13127657,0.04193760163,0.1008612507,Not_sig
P01831,Thy1,Thy-1 membrane glycoprotein,0.3379846081,23.19019524,0.01384922817,0.04516033516,Not_sig
P01837,Igkc,Immunoglobulin kappa constant,0.6583171185,22.30248374,0.02940415539,0.07786806801,Not_sig
P01864,NA,Ig gamma-2A chain C region secreted form,0.2212250082,21.2988635,0.4655435037,0.5877313827,Not_sig
P01867,Igh-3,Ig gamma-2B chain C region,0.3413338532,22.98665931,0.1730448371,0.2847642242,Not_sig
P01868;P01869,NA,Ig gamma-1 chain C region secreted form,0.7973207919,21.95134099,0.02213547928,0.06364366374,Not_sig
P01872,Ighm,Immunoglobulin heavy constant mu,0.514234184,21.8273678,0.1730627764,0.2847642242,Not_sig
P01878,NA,Ig alpha chain C region,2.015773653,20.92469158,0.0001204889326,0.001865383312,Up
P01898,H2-Q10,"H-2 class I histocompatibility antigen, Q10 alpha chain",0.8525622766,20.18223759,0.01513335483,0.04810469564,Up
P01901,H2-K1,"H-2 class I histocompatibility antigen, K-B alpha chain",-0.725162422,19.45225436,0.01812607075,0.05483710011,Not_sig
P01942,Hba,Hemoglobin subunit alpha,-1.850081227,30.23164593,0.0000009177318263,0.0000788949127,Down
P02088,Hbb-b1,Hemoglobin subunit beta-1,-2.510454326,27.89190071,0.00000004176171748,0.000007604609888,Down
P02089,Hbb-b2,Hemoglobin subunit beta-2,-0.5707398962,20.53029617,0.6964791714,0.7875033564,Not_sig
P02104,Hbb-y,Hemoglobin subunit epsilon-Y2,-1.871145604,23.2784445,0.0003476633519,0.003512480417,Down
P02468,Lamc1,Laminin subunit gamma-1,0.1331480612,25.59689199,0.4829823036,0.6043600553,Not_sig
P02469,Lamb1,Laminin subunit beta-1,-0.02716055811,25.26118345,0.9082642364,0.9407373889,Not_sig
P02535,Krt10,"Keratin, type I cytoskeletal 10",-0.5820277046,22.83617327,0.506539597,0.6234333501,Not_sig
P03888,Mtnd1,NADH-ubiquinone oxidoreductase chain 1,-0.1980158807,21.49219673,0.3374310946,0.4643168426,Not_sig
P03911,Mtnd4,NADH-ubiquinone oxidoreductase chain 4,0.2823969341,21.49684403,0.06835078531,0.144485021,Not_sig
P03921,Mtnd5,NADH-ubiquinone oxidoreductase chain 5,0.1746729181,19.83811313,0.5687177998,0.6813210734,Not_sig
P03930,Mtatp8,ATP synthase protein 8,0.2166305921,22.66852922,0.2520115079,0.3744250292,Not_sig
P03953,Cfd,Complement factor D,-0.08024238773,21.12117549,0.6160254723,0.7228233832,Not_sig
P03958,Ada,Adenosine deaminase,-3.285767361,18.33794176,0.0005707493128,0.00491564273,Down
P03975,Iap,IgE-binding protein,1.476086887,18.59777015,0.2463293033,0.3680981851,Not_sig
P03987,NA,Ig gamma-3 chain C region,2.467388526,20.60365915,0.00003897823733,0.0008883292629,Up
P03995,Gfap,Glial fibrillary acidic protein,2.481597382,20.85460704,0.0007154410257,0.005640920582,Up
P04117,Fabp4,"Fatty acid-binding protein, adipocyte",-0.2197461405,25.22913524,0.3100822329,0.4348201169,Not_sig
P04186,Cfb,Complement factor B,0.3029901105,22.02998893,0.05059962595,0.1162818327,Not_sig
P04247,Mb,Myoglobin,1.33971694,24.63827201,0.0009705967481,0.006873262897,Up
P04370,Mbp,Myelin basic protein,0.5699036413,29.28937778,0.00141919452,0.008882160137,Not_sig
P04627,Araf,Serine/threonine-protein kinase A-Raf,0.497356068,20.76742957,0.004269481158,0.01952930138,Not_sig
P04919,Slc4a1,Band 3 anion transport protein,-2.959678755,23.05288643,0.000001208811778,0.00009244992478,Down
P04925,Prnp,Major prion protein,0.3163582273,22.40405384,0.02908480539,0.07728999015,Not_sig
P05063,Aldoc,Fructose-bisphosphate aldolase C,0.5220346504,23.96717435,0.0001070534606,0.001727309846,Not_sig
P05064,Aldoa,Fructose-bisphosphate aldolase A,0.1405492887,28.3280716,0.4769867809,0.59922655,Not_sig
P05132,Prkaca,cAMP-dependent protein kinase catalytic subunit alpha,0.2441464581,20.10210557,0.1577466645,0.2665591007,Not_sig
P05201,Got1,"Aspartate aminotransferase, cytoplasmic",0.6228873873,25.73714258,0.0003477485034,0.003512480417,Up
P05202,Got2,"Aspartate aminotransferase, mitochondrial",0.02099524972,25.80105161,0.8687897703,0.9135195755,Not_sig
P05367,Saa2,Serum amyloid A-2 protein,8.308749235,18.80981888,0.0000001558375056,0.00002383690486,Up
P05480,Src,Neuronal proto-oncogene tyrosine-protein kinase Src,-0.02510779057,19.51525131,0.8790523512,0.9207056124,Not_sig
P05555,Itgam,Integrin alpha-M,-4.400307671,17.9651231,0.0000001831532355,0.00002421655768,Down
P05622,Pdgfrb,Platelet-derived growth factor receptor beta,-0.208530914,19.52177124,0.2356848513,0.3564167109,Not_sig
P05977,Myl1,"Myosin light chain 1/3, skeletal muscle isoform",0.9568890501,28.35788911,0.00750530979,0.02913736511,Up
P06151,Ldha,L-lactate dehydrogenase A chain,0.2207813741,26.43724168,0.2702073092,0.3937777249,Not_sig
P06683,C9,Complement component C9,-0.6939129988,19.64803082,0.09171236658,0.1782053302,Not_sig
P06684,C5,Complement C5,0.6669620772,19.70534938,0.0539272888,0.1219395349,Not_sig
P06728,Apoa4,Apolipoprotein A-IV,1.345769727,24.01644836,0.00002249132823,0.0006605295992,Up
P06745,Gpi,Glucose-6-phosphate isomerase,0.3136243749,25.47964859,0.06242322353,0.1350409466,Not_sig
P06797,Ctsl,Procathepsin L,-0.08711852376,22.25536039,0.3322274404,0.459139043,Not_sig
P06800,Ptprc,Receptor-type tyrosine-protein phosphatase C,-4.857776732,17.8158063,0.0000000005828055692,0.0000002026044088,Down
P06801,Me1,NADP-dependent malic enzyme,0.1191709922,23.30140132,0.2808643764,0.4051397116,Not_sig
P06802,Enpp1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,-0.03031523426,20.14877505,0.8282287468,0.8844308092,Not_sig
P06909,Cfh,Complement factor H,0.4739976284,23.29294005,0.006630491087,0.02691613367,Not_sig
P07091,S100a4,Protein S100-A4,-0.273915722,24.11639217,0.03307756123,0.08480966771,Not_sig
P07214,Sparc,SPARC,-1.026463373,22.88491032,0.000001995394242,0.0001271731263,Down
P07309,Ttr,Transthyretin,0.06441854922,24.97732507,0.7549709533,0.8312723655,Not_sig
P07310,Ckm,Creatine kinase M-type,0.6026348697,29.806217,0.07079402464,0.1486132303,Not_sig
P07356,Anxa2,Annexin A2,-0.1852424238,26.65534696,0.1884048065,0.3024601092,Not_sig
P07724,Alb,Albumin,0.3418047518,30.5305532,0.1594460787,0.2688367747,Not_sig
P07759,Serpina3k,Serine protease inhibitor A3K,-0.4038372707,26.50893233,0.1465367194,0.2522991513,Not_sig
P07901,Hsp90aa1,Heat shock protein HSP 90-alpha,-0.5277180645,25.45096599,0.001209439586,0.007946558378,Not_sig
P07934,Phkg1,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",0.2745814197,19.07506008,0.3352221942,0.4621819683,Not_sig
P08003,Pdia4,Protein disulfide-isomerase A4,-0.8606809529,22.92155415,0.00003344154638,0.0008095529363,Down
P08030,Aprt,Adenine phosphoribosyltransferase,-0.3269567074,20.7769646,0.01113551226,0.03839693318,Not_sig
P08032,Spta1,"Spectrin alpha chain, erythrocytic 1",-2.980204463,21.16028764,0.0000008545294526,0.00007780287206,Down
P08071,Ltf,Lactotransferrin,-8.61932847,19.90555726,0,0.0000000001308709301,Down
P08113,Hsp90b1,Endoplasmin,-0.8876614287,24.83710539,0.00003931495784,0.0008883292629,Down
P08121,Col3a1,Collagen alpha-1(III) chain,-0.7852245299,19.59033228,0.07888592513,0.1601166548,Not_sig
P08122,Col4a2,Collagen alpha-2(IV) chain,0.1978942292,22.24678117,0.644099765,0.7475488581,Not_sig
P08207,S100a10,Protein S100-A10,-0.08667709234,26.1236754,0.4985593409,0.615990604,Not_sig
P08226,Apoe,Apolipoprotein E,0.2025420455,22.97047452,0.09777896014,0.1869711268,Not_sig
P08228,Sod1,Superoxide dismutase [Cu-Zn],0.5244882837,24.92226841,0.00008996024619,0.001535749917,Not_sig
P08249,Mdh2,"Malate dehydrogenase, mitochondrial",-0.2724754208,26.77356157,0.04452979343,0.1058450322,Not_sig
P08551,Nefl,Neurofilament light polypeptide,0.006496847314,28.58179304,0.9829366562,0.9894050469,Not_sig
P08553,Nefm,Neurofilament medium polypeptide,-0.2455660412,29.47549463,0.4929504398,0.6118281343,Not_sig
P08556,Nras,GTPase NRas,0.09553939707,20.26893687,0.7442576759,0.8223176402,Not_sig
P08607,C4bpa,C4b-binding protein,0.2979242777,21.10518865,0.3308181818,0.4578533215,Not_sig
P08752,Gnai2,Guanine nucleotide-binding protein G(i) subunit alpha-2,-0.03367498877,23.27086136,0.7157438682,0.8014654618,Not_sig
P08905,Lyz2,Lysozyme C-2,-2.003407283,21.60916109,0.00000004908633303,0.000008455754782,Down
P09055,Itgb1,Integrin beta-1,-0.06073086088,23.44591885,0.4743442099,0.596478875,Not_sig
P09103,P4hb,Protein disulfide-isomerase,-0.6758544014,24.47962779,0.0001915845947,0.002561606609,Down
P09242,Alpl,"Alkaline phosphatase, tissue-nonspecific isozyme",-0.1737829561,19.88882453,0.2993381494,0.4253694104,Not_sig
P09405,Ncl,Nucleolin,-0.5536086839,23.2249192,0.0006930222995,0.005567473263,Not_sig
P09411,Pgk1,Phosphoglycerate kinase 1,0.3641505583,25.92891105,0.0115330166,0.03917273277,Not_sig
P09470,Ace,Angiotensin-converting enzyme,-0.2549550141,20.37737867,0.04531350907,0.1069622584,Not_sig
P09528,Fth1,Ferritin heavy chain,1.115991519,22.50798431,0.0001617675923,0.002299625549,Up
P09542,Myl3,Myosin light chain 3,1.487604811,23.2977732,0.09177445128,0.1782353995,Not_sig
P09671,Sod2,"Superoxide dismutase [Mn], mitochondrial",0.234047124,23.88225256,0.1428023368,0.2474291508,Not_sig
P09803,Cdh1,Cadherin-1,0.1414376283,21.65801842,0.1916432308,0.3059890248,Not_sig
P0C0A3,Chmp6,Charged multivesicular body protein 6,0.3028205535,20.59902456,0.004396875223,0.01994542719,Not_sig
